55.555558, 566
52.631581, 2147
50.000001, 5254
47.619048, 9673
47.619048, 15322
38.461538, 21773
31.249999, 28057
26.315790, 34122
23.255813, 40093
20.833333, 45791
18.867925, 50020
18.181818, 52897
17.857142, 54575
17.241380, 55505
16.949152, 56833
16.666667, 57955
16.393442, 60044
15.873016, 62797
15.151515, 65341
14.705882, 67405
14.084507, 69951
13.888889, 72738
13.333333, 74353
13.157895, 76690
12.658227, 77735
12.658227, 79111
12.500000, 80908
12.195122, 82615
12.048193, 84803
11.627907, 86060
11.494253, 87888
11.363636, 89656
11.111111, 91364
10.989011, 93733
10.638298, 94270
10.638298, 95498
10.526316, 96666
10.204082, 98645
10.204082, 99693
10.000000, 102513
10.000000, 102240
9.900990, 105060
9.708738, 105628
9.523810, 107157
9.433962, 107575
9.433962, 109014
9.259259, 110423
9.174312, 111802
9.090909, 114352
9.009009, 114200
8.928571, 116750
8.771930, 116478
8.771930, 117437
8.547009, 119717
8.547009, 120646
8.474576, 121545
8.474576, 122414
8.333334, 123253
8.264463, 125533
8.130081, 126312
8.196721, 128592
8.000000, 130872
8.000000, 131531
8.000000, 130239
7.812500, 134140
7.812500, 132728
7.751938, 132967
7.633588, 134947
7.692308, 135156
7.575758, 137166
7.518797, 137345
7.407407, 139385
7.462686, 139504
7.352941, 141544
7.352941, 141603
7.246377, 143613
7.194245, 143582
7.142857, 145562
7.142857, 145441
7.092198, 149522
7.092198, 149341
7.042253, 151291
6.896552, 150780
6.896552, 152730
6.849315, 152159
6.849315, 151558
6.756757, 155849
6.711409, 155218
6.756757, 154557
6.666666, 156297
6.578948, 158067
6.622517, 157346
6.535948, 159116
6.493507, 160886
6.493507, 160075
6.451613, 161845
6.369427, 163615
6.410256, 162714
6.329114, 164454
6.289308, 166194
