52.631581, 349
52.631581, 3001
52.631581, 8253
52.631581, 16105
39.999999, 25150
31.249999, 33935
25.641025, 42630
22.222221, 51014
19.230769, 59389
17.543860, 67503
16.393442, 72867
15.624999, 75981
15.384616, 77094
15.151515, 78216
14.705882, 80799
13.888889, 82634
13.888889, 86627
13.333333, 89369
12.987013, 93565
12.658227, 97111
12.048193, 100407
11.764706, 103704
11.494253, 106200
11.235955, 108496
10.989011, 112144
10.752688, 113640
10.526316, 115787
10.416667, 117784
10.101010, 120582
10.000000, 124331
9.803922, 125428
9.708738, 127476
9.523810, 129424
9.345794, 131272
9.259259, 134271
9.174312, 135869
8.928571, 140119
8.849558, 139666
8.771930, 142015
8.620690, 144314
8.547009, 146563
8.403361, 148762
8.264463, 149210
8.196721, 151259
8.196721, 153258
8.000000, 157058
7.936508, 156656
7.812500, 160006
7.751938, 161405
7.692308, 162754
7.692308, 164053
7.575758, 165302
7.407407, 168702
7.352941, 169901
7.352941, 171050
7.246377, 172099
7.194245, 175449
7.142857, 176348
7.042253, 179648
6.993007, 182948
6.944445, 180646
6.896552, 183496
6.849315, 183695
6.756757, 186595
6.756757, 186744
6.666666, 189694
6.666666, 189793
6.410256, 192793
6.578948, 192842
6.451613, 195842
6.451613, 195741
6.369427, 198691
6.369427, 198440
6.289308, 201340
