39.999999, 516
38.461538, 1836
39.999999, 4356
38.461538, 7983
38.461538, 12657
37.037036, 18432
34.482760, 25083
32.258065, 31986
29.411763, 39402
26.315790, 46803
24.390243, 53178
23.255813, 58500
21.739130, 63072
21.276596, 66894
20.833333, 70053
20.000000, 72615
19.607844, 74823
19.230769, 77613
18.867925, 80952
18.518518, 84144
17.857142, 87126
17.543860, 89628
17.241380, 92736
16.666667, 96177
16.393442, 98805
15.873016, 101796
15.873016, 104154
15.624999, 106122
15.384616, 107940
14.925373, 110874
14.925373, 113748
14.925373, 114936
14.492754, 117420
14.285714, 119844
14.084507, 122991
13.888889, 124272
13.698630, 127359
13.513513, 128430
13.513513, 130284
13.157895, 132078
13.157895, 135708
12.987013, 136149
12.820513, 139779
12.820513, 140040
12.500000, 142317
12.345679, 144594
12.345679, 145698
12.195122, 147885
12.048193, 151245
11.764706, 151929
11.764706, 154026
11.627907, 154560
11.627907, 157890
11.627907, 158274
11.363636, 159951
11.235955, 161598
11.235955, 163215
11.111111, 166275
10.989011, 167832
10.869565, 169119
10.989011, 172179
10.869565, 171843
10.752688, 174903
10.638298, 174417
10.416667, 177207
10.526316, 178314
10.526316, 179391
10.309278, 182211
10.309278, 183228
10.204082, 184215
10.101010, 188868
10.204082, 189825
10.000000, 190722
9.900990, 189366
9.900990, 194109
9.900990, 192633
9.708738, 197436
9.615384, 195840
9.615384, 198360
9.615384, 198777
9.433962, 201327
9.523810, 201714
9.345794, 204264
9.345794, 204591
9.259259, 204858
9.174312, 207408
9.259259, 207615
9.090909, 210135
9.090909, 212655
9.009009, 215175
9.009009, 217695
9.009009, 217722
8.849558, 217449
8.928571, 219939
8.849558, 219606
8.771930, 222096
8.695652, 221703
8.695652, 226866
8.695652, 223740
8.695652, 225990
