52.631581, 854
52.631581, 3466
50.000001, 8678
47.619048, 16188
47.619048, 25796
45.454546, 37304
43.478261, 50803
41.666666, 65493
38.461538, 81480
37.037036, 98966
34.482760, 114300
34.482760, 128434
33.333334, 141318
32.258065, 152902
31.249999, 163437
30.303030, 173424
29.411763, 182261
29.411763, 192502
28.571428, 201443
27.027027, 210385
27.777779, 219028
27.777779, 227922
27.027027, 236066
26.315790, 243860
26.315790, 251655
25.641025, 260001
25.000001, 266896
24.390243, 274442
24.390243, 281788
23.809524, 288884
23.809524, 296431
23.255813, 302677
23.255813, 309874
22.727273, 316471
22.222221, 324219
22.222221, 330516
21.739130, 336613
21.739130, 343561
21.739130, 348958
21.276596, 355706
21.276596, 360753
21.276596, 367251
20.408164, 373199
20.833333, 379047
20.408164, 384795
20.408164, 390443
20.000000, 397442
20.000000, 402490
20.000000, 407438
19.607844, 414337
19.230769, 419135
19.230769, 423783
18.867925, 430482
18.867925, 434480
18.867925, 440679
18.518518, 444477
18.867925, 450526
18.518518, 456525
18.181818, 459973
18.518518, 465822
18.181818, 471621
17.857142, 474319
17.857142, 479568
17.857142, 484767
17.543860, 489916
17.241380, 495015
17.241380, 500064
17.241380, 505063
17.241380, 510012
16.949152, 514911
16.949152, 519310
16.666667, 523659
16.666667, 527958
16.666667, 532207
16.666667, 536406
16.666667, 540555
16.393442, 544654
16.129033, 548703
16.129033, 552702
16.129033, 560152
15.873016, 564001
15.873016, 567350
15.873016, 570649
15.873016, 573898
15.624999, 580898
15.624999, 584097
15.384616, 587246
15.624999, 590345
15.384616, 593394
15.151515, 600444
15.151515, 603393
14.925373, 606242
15.151515, 608591
14.925373, 615141
14.705882, 617440
14.705882, 619689
14.925373, 621888
14.492754, 628488
14.492754, 630637
14.705882, 632736
